ementa_id,entities
2016-07-19#REQUERIMENTO#901#APROVADO,SECRETARIA DE OBRAS
2016-07-19#REQUERIMENTO#904#APROVADO,SECRETARIA DE OBRAS
2016-07-19#REQUERIMENTO#903#APROVADO,SECRETARIA DE OBRAS
2016-07-19#REQUERIMENTO#900#APROVADO,SECRETARIA DE OBRAS
2016-07-19#REQUERIMENTO#897#APROVADO,SECRETARIA DE OBRAS###SECOB
2016-07-19#REQUERIMENTO#895#APROVADO,SECRETARIA DE OBRAS###SECOB
2016-07-19#REQUERIMENTO#896#APROVADO,SECRETARIA DE OBRAS###SECOB
2016-07-19#REQUERIMENTO#898#APROVADO,SECRETARIA DE OBRAS###SECOB
2016-07-19#REQUERIMENTO#902#APROVADO,SECRETARIA DE OBRAS###SECOB
2016-07-19#REQUERIMENTO#872#APROVADO,SECRETARIA DE OBRAS
2016-07-19#REQUERIMENTO#870#APROVADO,SECRETARIA DE OBRAS
2016-07-19#REQUERIMENTO#874#APROVADO,SECRETARIA DE OBRAS###SECOB
2016-07-19#REQUERIMENTO#868#APROVADO,BAIRRO DAS NAÇÕES
2016-07-20#REQUERIMENTO#920#APROVADO,SECRETARIA DE OBRAS
2016-07-20#REQUERIMENTO#922#APROVADO,SECRETARIA DE OBRAS
2016-07-20#REQUERIMENTO#921#APROVADO,SECRETARIA DE OBRAS
2016-07-20#REQUERIMENTO#924#APROVADO,SECRETARIA DE OBRAS
2016-07-20#REQUERIMENTO#923#APROVADO,SECRETARIA DE OBRAS
2016-07-20#REQUERIMENTO#919#APROVADO,SECRETARIA DE OBRAS
2016-07-20#REQUERIMENTO#918#APROVADO,SECRETARIA DE OBRAS###SECOB
2016-07-20#REQUERIMENTO#915#APROVADO,SECRETARIA DE OBRAS###SECOB
2016-07-20#REQUERIMENTO#917#APROVADO,SECRETARIA DE OBRAS###SECOB
2016-07-22#REQUERIMENTO#977#APROVADO,SECRETARIA DE OBRAS
2016-07-26#REQUERIMENTO#997#APROVADO,SECOB###SECRETARIA DE OBRAS
2016-07-26#REQUERIMENTO#1004#APROVADO,SECRETARIA DE OBRAS
2016-07-26#REQUERIMENTO#1005#APROVADO,SECRETARIA DE OBRAS
2016-07-26#REQUERIMENTO#1003#APROVADO,SECRETARIA DE OBRAS
2016-07-26#REQUERIMENTO#1002#APROVADO,SECRETARIA DE OBRAS
2016-07-26#REQUERIMENTO#1006#APROVADO,SECRETARIA DE OBRAS
2016-07-26#REQUERIMENTO#873#APROVADO,SECRETARIA DE OBRAS
2016-07-28#REQUERIMENTO#1013#APROVADO,AVENIDA DINAMÉRICA###BODOCONGÓ
2016-07-28#REQUERIMENTO#849#APROVADO,SECRETARIA DE OBRAS
2016-08-02#REQUERIMENTO#1057#APROVADO,SECRETARIA DE OBRAS
2016-08-02#REQUERIMENTO#1058#APROVADO,SECRETARIA DE OBRAS
2016-08-02#REQUERIMENTO#1063#APROVADO,BAIRRO DO MUTIRÃO
2016-08-11#REQUERIMENTO#1014#APROVADO,SESUMA
2013-07-30#REQUERIMENTO#1147#APROVADO,EMBRAPA
2013-08-07#REQUERIMENTO#1896#APROVADO,FEIRA CENTRAL
2013-08-28#REQUERIMENTO#2054#APROVADO,BAIRRO DA LIBERDADE
2013-10-03#REQUERIMENTO#2403#APROVADO,TV BORBOREMA
2014-05-29#REQUERIMENTO#610#APROVADO,UNIVERSIDADE ESTADUAL DA PARAÍBA
2014-10-28#REQUERIMENTO#1500#APROVADO,HOSPITAL DA FAP
2014-12-09#REQUERIMENTO#2160#APROVADO,UFCG
2015-05-19#REQUERIMENTO#695#APROVADO,GALANTE
2015-07-28#REQUERIMENTO#1034#APROVADO,COLÉGIO MOTIVA
2015-09-09#REQUERIMENTO#1336#APROVADO,MINISTÉRIO PÚBLICO
2015-10-06#REQUERIMENTO#1417#APROVADO,ESCOLA TÉCNICA REDENTORISTA
2016-04-07#REQUERIMENTO#237#APROVADO,ASSOCIAÇÃO COMERCIAL
2016-04-27#REQUERIMENTO#409#APROVADO,UEPB
2016-05-10#REQUERIMENTO#524#APROVADO,HOSPITAL ANTÔNIO TARGINO
2016-06-01#REQUERIMENTO#408#APROVADO,CDL
2013-04-03#REQUERIMENTO#680#APROVADO,SECRETARIA DE DESENVOLVIMENTO ECONÔMICO###GALANTE
2013-04-03#REQUERIMENTO#613#APROVADO,BAIRRO DO MUTIRÃO
2013-07-30#REQUERIMENTO#1743#APROVADO,SÃO JOSÉ DA MATA
2013-09-17#REQUERIMENTO#2132#APROVADO,SECRETARIA DE CIÊNCIA E TECNOLOGIA###SÃO JOSÉ DA MATA
2013-11-26#REQUERIMENTO#2712#APROVADO,PROCON
2014-03-11#REQUERIMENTO#131#APROVADO,CATOLÉ
2014-05-06#REQUERIMENTO#487#APROVADO,JARDIM PAULISTANO
2014-06-06#REQUERIMENTO#853#APROVADO,SÃO JOSÉ DA MATA
2014-06-17#REQUERIMENTO#944#APROVADO,BAIRRO DO ITARARÉ
2016-05-04#REQUERIMENTO#486#APROVADO,PROCON
2015-04-22#REQUERIMENTO#124#APROVADO,PROCON
2015-04-22#REQUERIMENTO#123#APROVADO,PROCON
2015-07-09#REQUERIMENTO#697#APROVADO,PARQUE DO POVO
2016-03-02#REQUERIMENTO#75#APROVADO,PRAÇA DA BANDEIRA
2015-10-06#PROJETO DE LEI ORDINÁRIA#369#APROVADO,CASTELO BRANCO
2015-10-22#PROJETO DE LEI ORDINÁRIA#399#APROVADO,REMÍGIO
2016-05-13#REQUERIMENTO#572#APROVADO,STTP
2013-04-03#PEDIDO DE INFORMAÇÃO#5#APROVADO,STTP
2016-01-21#PEDIDO DE INFORMAÇÃO#23#APROVADO,STTP
2016-05-05#PEDIDO DE INFORMAÇÃO#23#APROVADO,STTP
2014-07-29#PROJETO DE LEI ORDINÁRIA#208#APROVADO,PARQUE DO POVO
2013-03-05#REQUERIMENTO#7#APROVADO,SECRETARIA DE OBRAS
2013-03-05#REQUERIMENTO#52#APROVADO,STTP###BODOCONGÓ
2013-03-05#REQUERIMENTO#58#APROVADO,STTP###AV. FLORIANO PEIXOTO
2013-03-05#REQUERIMENTO#44#APROVADO,STTP###AV. FLORIANO PEIXOTO
2013-03-05#REQUERIMENTO#13#APROVADO,STTP
2013-03-05#REQUERIMENTO#18#APROVADO,STTP
2013-03-06#REQUERIMENTO#100#APROVADO,STTP
2013-03-06#REQUERIMENTO#98#APROVADO,STTP
2013-03-06#REQUERIMENTO#103#APROVADO,STTP###UFCG
2013-03-12#REQUERIMENTO#437#APROVADO,POLÍCIA MILITAR###O AMIGÃO
2013-03-12#REQUERIMENTO#120#APROVADO,STTP
2013-03-12#REQUERIMENTO#132#APROVADO,STTP
2013-04-03#REQUERIMENTO#377#APROVADO,BAIRRO DO CATOLÉ
2013-04-03#REQUERIMENTO#218#APROVADO,BAIRRO DO TAMBOR
2013-04-03#REQUERIMENTO#592#APROVADO,STTP
2013-04-03#REQUERIMENTO#493#APROVADO,STTP
2013-04-03#REQUERIMENTO#326#APROVADO,JARDIM PAULISTANO
2013-04-03#REQUERIMENTO#378#APROVADO,STTP###FEIRA CENTRAL
2013-04-03#REQUERIMENTO#566#APROVADO,BAIRRO DO TAMBOR###IGREJA ASSEMBLEIA DE DEUS
2013-04-03#REQUERIMENTO#616#APROVADO,PMCG
2013-04-03#REQUERIMENTO#606#APROVADO,STTP###BAIRRO DAS MALVINAS
2013-04-03#REQUERIMENTO#307#APROVADO,STTP###BAIRRO DO ALTO BRANCO
2013-04-03#REQUERIMENTO#520#APROVADO,STTP
2013-04-03#REQUERIMENTO#425#APROVADO,STTP
2013-04-03#REQUERIMENTO#316#APROVADO,STTP
2013-04-03#REQUERIMENTO#433#APROVADO,STTP
2013-04-03#REQUERIMENTO#615#APROVADO,STTP
2013-04-09#REQUERIMENTO#438#APROVADO,STTP
2013-04-09#REQUERIMENTO#312#APROVADO,COMUNIDADE DE SÃO JANUÁRIO
2013-04-09#REQUERIMENTO#306#APROVADO,BAIRRO DO CRUZEIRO
2013-04-09#REQUERIMENTO#643#APROVADO,SECRETARIA DE OBRAS###BAIRRO DO DINAMÉRICA
2013-04-09#REQUERIMENTO#435#APROVADO,STTP
2013-04-09#REQUERIMENTO#521#APROVADO,STTP
2013-04-09#REQUERIMENTO#281#APROVADO,STTP
2013-04-09#REQUERIMENTO#234#APROVADO,STTP
2013-04-09#REQUERIMENTO#572#APROVADO,STTP###AVENIDA DINAMÉRICA###VILA CABRAL DE SANTA ROSA
2013-04-09#REQUERIMENTO#772#APROVADO,STTP
2013-04-09#REQUERIMENTO#775#APROVADO,DETRAN
2013-04-09#REQUERIMENTO#272#APROVADO,STTP
2013-04-16#REQUERIMENTO#387#APROVADO,AVENIDA FLORIANO PEIXOTO
2013-04-16#REQUERIMENTO#381#APROVADO,STTP
2013-04-24#REQUERIMENTO#994#APROVADO,STTP###BODOCONGÓ
2013-04-24#REQUERIMENTO#661#APROVADO,STTP###AVENIDA ALMIRANTE BARROSO
2013-04-24#REQUERIMENTO#912#APROVADO,STTP###BAIRRO DA LIBERDADE
2013-05-15#REQUERIMENTO#921#APROVADO,STTP###FEIRA CENTRAL
2013-05-15#REQUERIMENTO#594#APROVADO,STTP###CAMPO D'ANGOLA###SÃO JOSÉ DA MATA
2013-05-15#REQUERIMENTO#324#APROVADO,STTP
2013-05-16#REQUERIMENTO#956#APROVADO,STTP
2013-05-28#REQUERIMENTO#1033#APROVADO,STTP###AÇUDE VELHO
2013-06-05#REQUERIMENTO#1077#APROVADO,CATOLÉ
2013-06-12#REQUERIMENTO#1191#APROVADO,STTP###AV. FLORIANO PEIXOTO
2013-07-08#REQUERIMENTO#1276#APROVADO,STTP
2013-07-08#REQUERIMENTO#1466#APROVADO,STTP
2013-07-08#REQUERIMENTO#1545#APROVADO,STTP
2013-07-08#REQUERIMENTO#1396#APROVADO,STTP
2013-07-08#REQUERIMENTO#1415#APROVADO,STTP
2013-07-08#REQUERIMENTO#1334#APROVADO,STTP###CÂMARA MUNICIPAL DE CAMPINA GRANDE
2013-07-08#REQUERIMENTO#1579#APROVADO,STTP
2013-07-08#REQUERIMENTO#1482#APROVADO,STTP
2013-07-08#REQUERIMENTO#1745#APROVADO,STTP
2013-07-08#REQUERIMENTO#1757#APROVADO,STTP
2013-07-08#REQUERIMENTO#1329#APROVADO,STTP
2013-07-08#REQUERIMENTO#1328#APROVADO,STTP
2013-07-30#REQUERIMENTO#1250#APROVADO,PMCG###STTP###BAIRRO DO JEREMIAS
2013-07-30#REQUERIMENTO#1649#APROVADO,STTP###BAIRRO DE SANTA ROSA
2013-07-30#REQUERIMENTO#1241#APROVADO,STTP
2013-07-30#REQUERIMENTO#1222#APROVADO,STTP###AVENIDA ALMIRANTE BARROSO###AVENIDA JUSCELINO KUBISTCHEK###BAIRRO DO CRUZEIRO
2013-07-30#REQUERIMENTO#1134#APROVADO,STTP
2013-07-30#REQUERIMENTO#1154#APROVADO,STTP###CPTRAN
2013-07-30#REQUERIMENTO#1136#APROVADO,PMCG###BAIRRO DO CATOLÉ
2013-08-08#REQUERIMENTO#1368#APROVADO,STTP###GALANTE
2013-08-08#REQUERIMENTO#1367#APROVADO,STTP###GALANTE
2013-08-08#REQUERIMENTO#1380#APROVADO,STTP###BODOCONGÓ###UEPB
2013-08-08#REQUERIMENTO#1388#APROVADO,STTP
2013-08-08#REQUERIMENTO#1432#APROVADO,STTP###BAIRRO DE BODOCONGÓ
2013-08-08#REQUERIMENTO#1431#APROVADO,STTP
2013-08-14#REQUERIMENTO#1895#APROVADO,STTP
2013-08-14#REQUERIMENTO#1915#APROVADO,STTP###CANAL DO PRADO###BAIRRO DO CATOLÉ
2013-08-20#REQUERIMENTO#1770#APROVADO,STTP
2013-08-20#REQUERIMENTO#1771#APROVADO,STTP
2013-08-20#REQUERIMENTO#1800#APROVADO,STTP
2013-08-21#REQUERIMENTO#1658#APROVADO,CAIXA ECONÔMICA###FIEP
2013-08-21#REQUERIMENTO#1453#APROVADO,PARQUE DO POVO
2013-08-21#REQUERIMENTO#1845#APROVADO,STTP
2013-08-21#REQUERIMENTO#1976#APROVADO,CONJUNTO SEVERINO CABRAL###BAIRRO DE BODOCONGÓ
2013-08-21#REQUERIMENTO#1887#APROVADO,STTP
2013-08-21#REQUERIMENTO#1952#APROVADO,STTP
2013-08-21#REQUERIMENTO#1911#APROVADO,STTP
2013-08-21#REQUERIMENTO#1458#APROVADO,BAIRRO DA CATINGUEIRA
2013-08-21#REQUERIMENTO#1922#APROVADO,STTP###RUA DA CHÃ###GALANTE
2013-08-21#REQUERIMENTO#1864#APROVADO,STTP###FIEP
2013-08-21#REQUERIMENTO#1447#APROVADO,STTP###BAIRRO DA CATINGUEIRA
2013-08-21#REQUERIMENTO#1714#APROVADO,STTP###BAIRRO DO JARDIM PAULISTANO
2013-08-21#REQUERIMENTO#1716#APROVADO,STTP###RESTAURANTE POPULAR###DISTRITO DOS MECÂNICOS
2013-08-21#REQUERIMENTO#1448#APROVADO,STTP###BAIRRO DA CATINGUEIRA
2013-08-28#REQUERIMENTO#2096#APROVADO,STTP
2013-08-28#REQUERIMENTO#2037#APROVADO,STTP
2013-08-28#REQUERIMENTO#2036#APROVADO,STTP
2013-08-28#REQUERIMENTO#2035#APROVADO,STTP
2013-08-28#REQUERIMENTO#2074#APROVADO,STTP###BAIRRO DO JARDIM PAULISTANO
2013-08-28#REQUERIMENTO#2057#APROVADO,STTP
2013-08-28#REQUERIMENTO#2056#APROVADO,STTP
2013-09-11#REQUERIMENTO#2000#APROVADO,STTP
2013-09-11#REQUERIMENTO#2049#APROVADO,STTP
2013-09-17#REQUERIMENTO#2130#APROVADO,STTP###AVENIDA DINAMÉRICA
2013-09-24#REQUERIMENTO#2162#APROVADO,STTP
2013-09-24#REQUERIMENTO#2146#APROVADO,STTP
2013-09-24#REQUERIMENTO#2082#APROVADO,STTP
2013-09-24#REQUERIMENTO#2153#APROVADO,STTP
2013-09-24#REQUERIMENTO#2160#APROVADO,STTP
2013-09-24#REQUERIMENTO#2147#APROVADO,STTP
2013-09-25#REQUERIMENTO#2381#APROVADO,STTP###AVENIDA MARECHAL FLORIANO PEIXOTO
2013-09-25#REQUERIMENTO#2180#APROVADO,STTP###AVENIDA FLORIANO PEIXOTO
2013-09-25#REQUERIMENTO#2291#APROVADO,STTP
2013-09-25#REQUERIMENTO#2302#APROVADO,STTP
2013-09-25#REQUERIMENTO#2301#APROVADO,STTP
2013-09-25#REQUERIMENTO#2306#APROVADO,STTP
2013-09-25#REQUERIMENTO#2255#APROVADO,STTP###CONJUNTO CHICO MENDES
2013-09-25#REQUERIMENTO#2358#APROVADO,STTP
2013-09-25#REQUERIMENTO#2315#APROVADO,STTP
2013-09-25#REQUERIMENTO#2202#APROVADO,STTP###BAIRRO DA LIBERDADE
2013-09-25#REQUERIMENTO#2215#APROVADO,STTP
2013-09-25#REQUERIMENTO#2346#APROVADO,STTP###BAIRRO DO JARDIM PAULISTANO
2013-09-25#REQUERIMENTO#2347#APROVADO,STTP
2013-09-25#REQUERIMENTO#2276#APROVADO,STTP
2013-09-25#REQUERIMENTO#2328#APROVADO,STTP
2013-09-25#REQUERIMENTO#2220#APROVADO,STTP###AVENIDA DINAMÉRICA
2013-09-25#REQUERIMENTO#2298#APROVADO,STTP
2013-09-25#REQUERIMENTO#2299#APROVADO,STTP
2013-10-03#REQUERIMENTO#2434#APROVADO,STTP
2013-10-03#REQUERIMENTO#2436#APROVADO,STTP
2013-10-03#REQUERIMENTO#2337#APROVADO,STTP
2013-10-03#REQUERIMENTO#2441#APROVADO,STTP
2013-10-03#REQUERIMENTO#2429#APROVADO,STTP
2013-10-03#REQUERIMENTO#2335#APROVADO,STTP
2013-10-03#REQUERIMENTO#2338#APROVADO,STTP
2013-10-03#REQUERIMENTO#2402#APROVADO,STTP
2013-10-03#REQUERIMENTO#2438#APROVADO,STTP
2013-10-03#REQUERIMENTO#2283#APROVADO,STTP
2013-10-03#REQUERIMENTO#2391#APROVADO,STTP
2013-10-08#REQUERIMENTO#2468#APROVADO,STTP###BAIRRO DO SERROTÃO
2013-10-08#REQUERIMENTO#2457#APROVADO,STTP
2013-10-08#REQUERIMENTO#2466#APROVADO,STTP
2013-10-16#REQUERIMENTO#2535#APROVADO,STTP###GALANTE
2013-10-17#REQUERIMENTO#2561#APROVADO,STTP
2013-10-17#REQUERIMENTO#2543#APROVADO,STTP
2013-10-17#REQUERIMENTO#2544#APROVADO,STTP
2013-10-17#REQUERIMENTO#2538#APROVADO,STTP
2013-10-17#REQUERIMENTO#2542#APROVADO,STTP
2013-10-22#REQUERIMENTO#2599#APROVADO,STTP
2013-10-22#REQUERIMENTO#2595#APROVADO,STTP###BAIRRO MALVINAS
2013-10-22#REQUERIMENTO#2608#APROVADO,STTP
2013-10-22#REQUERIMENTO#2597#APROVADO,STTP
2013-11-05#REQUERIMENTO#2661#APROVADO,STTP
2013-11-05#REQUERIMENTO#2689#APROVADO,STTP
2013-11-21#REQUERIMENTO#2817#APROVADO,STTP###STTP
2013-11-21#REQUERIMENTO#2858#APROVADO,STTP
2013-11-21#REQUERIMENTO#2952#APROVADO,STTP
2013-11-21#REQUERIMENTO#2763#APROVADO,STTP
2013-11-21#REQUERIMENTO#2888#APROVADO,STTP
2013-11-21#REQUERIMENTO#2856#APROVADO,STTP
2013-11-26#REQUERIMENTO#2716#APROVADO,BODOCONGÓ
2013-11-26#REQUERIMENTO#2714#APROVADO,STTP
2013-11-26#REQUERIMENTO#2819#APROVADO,STTP###INSS###AVENIDA DINAMÉRICA
2013-11-26#REQUERIMENTO#2761#APROVADO,STTP
2013-11-26#REQUERIMENTO#2846#APROVADO,STTP
2013-11-26#REQUERIMENTO#2998#APROVADO,STTP
2013-11-28#REQUERIMENTO#3004#APROVADO,STTP
2013-11-28#REQUERIMENTO#2703#APROVADO,STTP
2013-11-28#REQUERIMENTO#3044#APROVADO,STTP
2013-11-28#REQUERIMENTO#3043#APROVADO,STTP
2013-11-28#REQUERIMENTO#3007#APROVADO,STTP###BAIRRO PALMEIRA
2013-11-28#REQUERIMENTO#2985#APROVADO,AVENIDA MARECHAL FLORIANO PEIXOTO
2013-11-28#REQUERIMENTO#2767#APROVADO,STTP###PARQUE DO POVO
2013-11-28#REQUERIMENTO#2711#APROVADO,STTP
2013-11-28#REQUERIMENTO#3052#APROVADO,STTP
2013-12-10#REQUERIMENTO#2749#APROVADO,STTP
2013-12-10#REQUERIMENTO#2700#APROVADO,STTP
2013-12-10#REQUERIMENTO#2898#APROVADO,STTP
2013-12-10#REQUERIMENTO#2958#APROVADO,STTP
2014-03-11#REQUERIMENTO#3209#APROVADO,STTP
2014-03-11#REQUERIMENTO#2785#APROVADO,STTP###CPTRAN
2014-03-13#REQUERIMENTO#3089#APROVADO,STTP
2014-03-13#REQUERIMENTO#52#APROVADO,STTP
2014-03-13#REQUERIMENTO#3086#APROVADO,STTP
2014-03-13#REQUERIMENTO#116#APROVADO,STTP
2014-03-13#REQUERIMENTO#143#APROVADO,STTP
2014-03-13#REQUERIMENTO#47#APROVADO,STTP###BAIRRO DO CENTENÁRIO
2014-03-13#REQUERIMENTO#118#APROVADO,STTP###BAIRRO DA LIBERDADE
2014-03-13#REQUERIMENTO#3085#APROVADO,STTP###PARQUE DO POVO
2014-03-13#REQUERIMENTO#3098#APROVADO,STTP
2014-03-13#REQUERIMENTO#3097#APROVADO,STTP
2014-03-13#REQUERIMENTO#3099#APROVADO,STTP
2014-03-20#REQUERIMENTO#2705#APROVADO,STTP
2014-03-20#REQUERIMENTO#2775#APROVADO,STTP###CENTRO DA CIDADE
2014-03-20#REQUERIMENTO#3128#APROVADO,STTP###BAIRRO DO CATOLÉ
2014-03-20#REQUERIMENTO#2853#APROVADO,STTP
2014-03-20#REQUERIMENTO#3136#APROVADO,STTP
2014-03-25#REQUERIMENTO#2831#APROVADO,STTP
2014-04-01#REQUERIMENTO#69#APROVADO,STTP###BAIRRO DE CATOLÉ DE ZÉ FERREIRA
2014-04-01#REQUERIMENTO#35#APROVADO,STTP
2014-04-01#REQUERIMENTO#36#APROVADO,STTP
2014-04-01#REQUERIMENTO#15#APROVADO,STTP
2014-04-01#REQUERIMENTO#76#APROVADO,SECRETARIA DE OBRAS
2014-04-10#REQUERIMENTO#138#APROVADO,STTP###AV. FLORIANO PEIXOTO###BAIRRO DAS MALVINAS
2014-04-11#REQUERIMENTO#34#APROVADO,STTP###BAIRRO DO CRUZEIRO
2014-04-15#REQUERIMENTO#194#APROVADO,STTP###AVENIDA FLORIANO PEIXOTO
2014-04-15#REQUERIMENTO#200#APROVADO,STTP
2014-04-15#REQUERIMENTO#199#APROVADO,BAIRRO DO JOSÉ PINHEIRO
2014-04-15#REQUERIMENTO#201#APROVADO,STTP
2014-04-15#REQUERIMENTO#291#APROVADO,STTP###GALANTE
2014-04-15#REQUERIMENTO#290#APROVADO,STTP###GALANTE
2014-04-16#REQUERIMENTO#360#APROVADO,STTP
2014-04-16#REQUERIMENTO#359#APROVADO,STTP
2014-04-23#REQUERIMENTO#449#APROVADO,STTP###AVENIDA MARECHAL FLORIANO PEIXOTO
2014-04-23#REQUERIMENTO#378#APROVADO,STTP
2014-04-23#REQUERIMENTO#380#APROVADO,BAIRRO DO JOSÉ PINHEIRO
2014-04-23#REQUERIMENTO#477#APROVADO,STTP
2014-04-23#REQUERIMENTO#459#APROVADO,STTP
2014-04-23#REQUERIMENTO#372#APROVADO,STTP
2014-04-23#REQUERIMENTO#234#APROVADO,STTP###UEPB###BAIRRO DO CATOLÉ
2014-04-23#REQUERIMENTO#396#APROVADO,STTP###FEIRA CENTRAL
2014-04-23#REQUERIMENTO#179#APROVADO,STTP###BAIRRO DE SANTA CRUZ
2014-04-23#REQUERIMENTO#331#APROVADO,STTP###BAIRRO DO ALTO BRANCO
2014-04-23#REQUERIMENTO#374#APROVADO,STTP
2014-04-23#REQUERIMENTO#286#APROVADO,STTP
2014-04-24#REQUERIMENTO#441#APROVADO,STTP
2014-04-24#REQUERIMENTO#440#APROVADO,STTP###PARQUE DO POVO
2014-05-06#REQUERIMENTO#532#APROVADO,STTP
2014-05-06#REQUERIMENTO#531#APROVADO,STTP
2014-05-06#REQUERIMENTO#627#APROVADO,STTP
2014-05-13#REQUERIMENTO#205#APROVADO,STTP
2014-05-13#REQUERIMENTO#502#APROVADO,UFCG
2014-05-13#REQUERIMENTO#503#APROVADO,STTP
2014-05-21#REQUERIMENTO#543#APROVADO,STTP
2014-05-21#REQUERIMENTO#541#APROVADO,STTP###BAIRRO DO MUTIRÃO
2014-05-21#REQUERIMENTO#576#APROVADO,STTP
2014-05-21#REQUERIMENTO#727#APROVADO,STTP
2014-05-28#REQUERIMENTO#591#APROVADO,SECRETARIA DE DESENVOLVIMENTO ECONÔMICO###GALANTE
2014-05-28#REQUERIMENTO#590#APROVADO,STTP
2014-05-28#REQUERIMENTO#678#APROVADO,PMCG###STTP###ESCOLA TÉCNICA REDENTORISTA###HOSPITAL DA FAP
2014-05-28#REQUERIMENTO#795#APROVADO,SESUMA
2014-05-28#REQUERIMENTO#574#APROVADO,STTP
2014-05-28#REQUERIMENTO#703#APROVADO,STTP###BAIRRO TRÊS IRMÃS
2014-05-28#REQUERIMENTO#830#APROVADO,STTP
2014-05-28#REQUERIMENTO#636#APROVADO,STTP
2014-05-28#REQUERIMENTO#821#APROVADO,STTP
2014-05-28#REQUERIMENTO#598#APROVADO,STTP
2014-05-28#REQUERIMENTO#824#APROVADO,STTP
2014-05-28#REQUERIMENTO#829#APROVADO,STTP
2014-05-28#REQUERIMENTO#789#APROVADO,STTP
2014-05-28#REQUERIMENTO#788#APROVADO,STTP
2014-05-28#REQUERIMENTO#670#APROVADO,STTP
2014-05-28#REQUERIMENTO#674#APROVADO,STTP
2014-05-28#REQUERIMENTO#623#APROVADO,STTP###AVENIDA JUSCELINO KUBITSCHEK###BAIRRO DO CRUZEIRO
2014-05-28#REQUERIMENTO#624#APROVADO,STTP
2014-05-28#REQUERIMENTO#676#APROVADO,STTP
2014-05-28#REQUERIMENTO#672#APROVADO,STTP
2014-05-28#REQUERIMENTO#827#APROVADO,STTP
2014-05-28#REQUERIMENTO#792#APROVADO,STTP
2014-05-28#REQUERIMENTO#635#APROVADO,STTP
2014-05-28#REQUERIMENTO#818#APROVADO,STTP
2014-05-28#REQUERIMENTO#653#APROVADO,STTP
2014-05-28#REQUERIMENTO#626#APROVADO,STTP
2014-05-28#REQUERIMENTO#790#APROVADO,UFCG###STTP
2014-05-29#REQUERIMENTO#800#APROVADO,STTP
2014-05-29#REQUERIMENTO#798#APROVADO,STTP###BAIRRO DO JARDIM VITÓRIA
2014-05-29#REQUERIMENTO#799#APROVADO,STTP###BAIRRO DO VELAME
2014-05-29#REQUERIMENTO#804#APROVADO,STTP
2014-05-29#REQUERIMENTO#797#APROVADO,STTP
2014-05-29#REQUERIMENTO#805#APROVADO,STTP
2014-05-29#REQUERIMENTO#803#APROVADO,STTP
2014-05-29#REQUERIMENTO#796#APROVADO,STTP
2014-05-29#REQUERIMENTO#801#APROVADO,STTP###AVENIDA JUSCELINO KUBITSCHEK###BAIRRO DO VELAME
2014-05-29#REQUERIMENTO#802#APROVADO,STTP
2014-05-29#REQUERIMENTO#811#APROVADO,STTP
2014-05-29#REQUERIMENTO#592#APROVADO,STTP
2014-05-29#REQUERIMENTO#865#APROVADO,STTP###GALANTE
2014-06-04#REQUERIMENTO#848#APROVADO,STTP
2014-06-04#REQUERIMENTO#740#APROVADO,STTP###JARDIM CONTINENTAL
2014-06-04#REQUERIMENTO#716#APROVADO,STTP
2014-06-10#REQUERIMENTO#895#APROVADO,STTP
2014-06-10#REQUERIMENTO#926#APROVADO,STTP###AVENIDA PRESIDENTE GETÚLIO VARGAS
2014-06-10#REQUERIMENTO#917#APROVADO,STTP
2014-06-10#REQUERIMENTO#930#APROVADO,STTP###BODOCONGÓ
2014-06-10#REQUERIMENTO#886#APROVADO,STTP
2014-06-10#REQUERIMENTO#929#APROVADO,STTP
2014-06-10#REQUERIMENTO#927#APROVADO,STTP###AVENIDA PRESIDENTE GETÚLIO VARGAS
2014-06-17#REQUERIMENTO#924#APROVADO,STTP
2014-06-17#REQUERIMENTO#912#APROVADO,STTP###BODOCONGÓ III
2014-06-17#REQUERIMENTO#986#APROVADO,STTP
2014-06-17#REQUERIMENTO#987#APROVADO,SESUMA
2014-06-17#REQUERIMENTO#965#APROVADO,STTP###AVENIDA DINAMÉRICA###BAIRRO DE SANTA ROSA
2014-06-17#REQUERIMENTO#934#APROVADO,STTP
2014-07-15#REQUERIMENTO#1117#APROVADO,STTP###BAIRRO DO ALTO BRANCO
2014-07-15#REQUERIMENTO#1158#APROVADO,STTP
2014-07-15#REQUERIMENTO#1045#APROVADO,STTP###SÃO JOSÉ DA MATA
2014-07-15#REQUERIMENTO#1112#APROVADO,STTP
2014-07-15#REQUERIMENTO#1109#APROVADO,STTP
2014-07-15#REQUERIMENTO#1028#APROVADO,STTP###BAIRRO DO ALTO BRANCO
2014-07-15#REQUERIMENTO#1007#APROVADO,STTP###CÂMARA MUNICIPAL DE CAMPINA GRANDE
2014-07-15#REQUERIMENTO#1041#APROVADO,STTP
2014-07-15#REQUERIMENTO#1080#APROVADO,STTP
2014-07-15#REQUERIMENTO#1076#APROVADO,STTP
2014-07-15#REQUERIMENTO#1072#APROVADO,STTP###AVENIDA DINAMÉRICA
2014-07-15#REQUERIMENTO#1077#APROVADO,STTP
2014-07-15#REQUERIMENTO#1003#APROVADO,STTP
2014-07-15#REQUERIMENTO#1079#APROVADO,STTP
2014-07-15#REQUERIMENTO#1073#APROVADO,STTP
2014-07-15#REQUERIMENTO#1075#APROVADO,STTP
